surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
yes,young,528461,38.4,124.0,96.0,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,less_1_liter,4.4,absent,distend_small,50.0,7.8,serosanguious,3.4,yes,2209,0,0,yes,died
yes,adult,534787,38.2,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,significant,more_1_liter,2.0,decreased,,37.0,75.0,cloudy,2.0,no,3111,0,0,yes,euthanized
no,adult,529821,38.4,48.0,36.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,less_1_liter,6.5,normal,,37.0,6.5,clear,1.0,no,0,0,0,yes,lived
yes,adult,533836,37.2,88.0,48.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,2.0,absent,distend_small,55.0,64.0,clear,2.0,yes,2209,0,0,no,euthanized
yes,adult,528812,37.8,40.0,12.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,23.0,6.4,cloudy,1.4,yes,2209,0,0,yes,lived
yes,adult,530001,37.4,96.0,28.0,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,,none,4.5,absent,distend_large,60.0,6.5,serosanguious,3.6,yes,3205,0,0,yes,died
yes,adult,534556,39.3,56.0,16.0,warm,,pale_pink,less_3_sec,alert,hypomotile,slight,none,more_1_liter,1.0,normal,distend_large,37.0,62.0,clear,2.0,no,2207,0,0,no,euthanized
no,adult,527365,38.0,64.0,18.0,normal,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,normal,distend_small,59.0,7.5,cloudy,2.9,yes,4300,0,0,no,lived
yes,adult,534756,37.3,36.0,16.0,,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,significant,none,2.0,decreased,distend_large,37.0,75.0,serosanguious,1.0,no,3111,0,0,no,lived
no,adult,528523,38.5,54.0,20.0,normal,normal,normal_pink,less_3_sec,depressed,normal,none,slight,less_1_liter,3.0,decreased,firm,44.0,7.5,cloudy,2.3,no,0,0,0,yes,lived
no,adult,529388,38.0,92.0,28.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,slight,none,none,4.5,decreased,distend_small,57.0,8.1,serosanguious,5.2,no,5400,0,0,yes,died
no,adult,528178,38.5,54.0,40.0,normal,normal,bright_pink,less_3_sec,alert,hypermotile,none,slight,less_1_liter,7.0,normal,normal,44.0,7.5,cloudy,1.3,no,0,0,0,yes,lived
yes,adult,529703,38.1,112.0,9.0,cold,normal,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,more_1_liter,5.5,decreased,distend_large,43.0,6.4,clear,3.9,yes,3209,0,0,no,died
yes,adult,534885,38.2,52.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2.0,decreased,distend_small,42.0,71.0,cloudy,2.0,yes,2208,0,0,no,lived
yes,adult,535043,39.2,100.0,51.0,cool,normal,dark_cyanotic,less_3_sec,mild_pain,absent,moderate,none,less_1_liter,2.0,,,50.0,13.0,serosanguious,2.0,yes,2113,0,0,no,euthanized
no,adult,530002,39.6,108.0,51.0,cold,absent,dark_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,2.0,,distend_large,65.0,82.0,cloudy,2.0,no,4300,0,0,no,lived
yes,adult,535054,39.3,100.0,51.0,cold,absent,dark_cyanotic,more_3_sec,depressed,absent,none,none,less_1_liter,2.0,,distend_small,66.0,13.0,serosanguious,2.0,yes,2113,0,0,no,euthanized
yes,adult,529160,38.2,66.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,4.0,absent,distend_small,54.0,7.2,serosanguious,2.3,yes,2208,0,0,no,died
no,adult,528743,38.0,108.0,36.0,normal,reduced,bright_red,more_3_sec,depressed,absent,moderate,none,less_1_liter,7.0,absent,distend_small,68.0,5.7,serosanguious,3.4,yes,2208,0,0,no,died
yes,adult,528570,36.1,50.0,50.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,35.0,6.5,cloudy,3.6,yes,2209,0,0,yes,died
yes,adult,529304,38.2,80.0,42.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,1.5,absent,distend_large,52.0,7.0,serosanguious,2.6,yes,5400,0,0,no,lived
no,adult,529172,38.2,80.0,40.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,decreased,normal,47.0,7.1,serosanguious,2.5,yes,8300,0,0,yes,lived
yes,adult,528804,38.3,66.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,4.3,increased,firm,37.0,7.1,cloudy,1.6,yes,3205,0,0,yes,lived
yes,adult,528620,38.4,42.0,12.0,cool,,pale_pink,less_3_sec,mild_pain,absent,none,slight,less_1_liter,2.0,absent,distend_small,40.0,6.7,cloudy,3.9,yes,2208,0,0,yes,lived
yes,adult,527463,37.1,84.0,48.0,normal,normal,dark_cyanotic,more_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,absent,distend_small,72.0,6.6,,3.2,yes,2208,0,0,no,died
no,adult,529642,39.3,88.0,24.0,cool,reduced,bright_red,more_3_sec,severe_pain,absent,severe,significant,less_1_liter,4.0,normal,normal,52.0,8.1,serosanguious,2.6,yes,3124,0,0,no,euthanized
no,adult,529498,37.5,48.0,16.0,normal,normal,pale_pink,less_3_sec,alert,hypermotile,slight,slight,more_1_liter,7.0,,other,41.0,8.6,cloudy,5.3,no,0,0,0,yes,lived
yes,adult,5290759,38.5,96.0,36.0,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_small,52.0,8.0,serosanguious,3.4,yes,2205,0,0,no,died
yes,adult,527706,39.0,84.0,24.0,cool,normal,bright_pink,less_3_sec,depressed,hypermotile,none,slight,none,7.0,absent,distend_small,37.0,6.5,serosanguious,4.1,yes,7209,0,0,yes,died
yes,adult,530693,37.8,86.0,30.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_large,57.0,6.1,serosanguious,4.5,yes,31110,0,0,yes,lived
yes,adult,529386,39.0,120.0,28.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,none,4.0,absent,distend_large,65.0,7.1,serosanguious,4.3,yes,3205,0,0,yes,died
yes,adult,529729,37.8,46.0,28.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.7,increased,distend_small,37.0,6.6,serosanguious,5.0,yes,2207,0,0,no,lived
yes,adult,5299603,38.5,66.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,3.0,absent,distend_large,31.5,6.7,clear,3.0,yes,31110,0,0,no,lived
yes,adult,529461,37.7,84.0,36.0,cool,normal,pale_cyanotic,less_3_sec,extreme_pain,absent,none,slight,more_1_liter,5.3,normal,,43.0,6.6,serosanguious,4.5,yes,5400,0,0,yes,died
no,adult,5297379,38.5,136.0,48.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,,less_1_liter,4.0,absent,,60.0,6.8,serosanguious,4.4,yes,4205,0,0,yes,died
yes,adult,528548,38.2,66.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,slight,slight,none,3.0,normal,distend_small,44.0,7.2,cloudy,3.6,yes,2209,0,0,yes,died
yes,adult,535392,38.1,66.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,2.0,absent,distend_large,43.0,51.0,clear,1.0,no,2124,0,0,no,lived
yes,adult,533886,39.3,88.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,,none,more_1_liter,2.0,,distend_large,55.0,64.0,serosanguious,2.0,no,3205,0,0,no,euthanized
no,adult,528812,38.7,48.0,24.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,none,more_1_liter,5.5,decreased,,49.0,9.1,clear,10.1,no,3111,0,0,no,lived
no,adult,529461,40.3,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,none,5.0,absent,distend_small,57.0,6.5,serosanguious,4.8,no,2208,0,0,yes,lived
yes,adult,534157,38.0,52.0,18.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,2.0,decreased,distend_small,52.0,75.0,clear,2.0,yes,2322,0,0,no,lived
no,adult,528729,38.4,54.0,40.0,normal,normal,bright_pink,less_3_sec,alert,hypermotile,none,slight,less_1_liter,7.0,normal,normal,49.0,9.0,cloudy,7.4,no,0,0,0,yes,lived
no,adult,529703,38.6,44.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,significant,,7.0,normal,normal,44.0,7.3,cloudy,1.6,no,0,0,0,yes,lived
yes,young,528548,37.5,164.0,84.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,none,less_1_liter,5.4,absent,normal,50.0,6.0,serosanguious,3.9,no,1400,0,0,no,died
no,adult,528469,38.1,52.0,24.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,none,7.0,normal,firm,54.0,7.5,cloudy,4.1,no,2124,0,0,yes,lived
no,adult,528996,36.6,52.0,16.0,normal,normal,normal_pink,more_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,7.0,normal,firm,32.0,6.6,cloudy,4.5,yes,2205,0,0,yes,lived
yes,adult,527544,37.7,96.0,28.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_large,48.0,6.5,serosanguious,3.9,yes,31110,0,0,yes,lived
no,adult,529777,38.0,52.0,32.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,severe,slight,more_1_liter,5.0,absent,distend_small,52.0,6.8,cloudy,2.6,no,2124,0,0,no,died
yes,adult,528469,38.1,52.0,24.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,none,7.0,normal,distend_large,54.0,7.5,cloudy,2.6,yes,2112,0,0,no,died
no,adult,535029,37.1,72.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,none,more_1_liter,2.0,absent,distend_large,67.0,51.0,cloudy,2.0,yes,1400,0,0,no,euthanized
yes,adult,530233,37.1,114.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,none,3.0,decreased,distend_large,57.0,8.1,serosanguious,3.6,yes,3209,0,0,yes,died
yes,young,5290409,37.2,150.0,80.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,none,less_1_liter,5.0,absent,normal,66.0,7.5,serosanguious,5.3,yes,2205,0,0,yes,died
yes,adult,530233,37.8,114.0,36.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,normal,,57.0,8.9,serosanguious,2.0,yes,3207,0,0,no,died
no,adult,529183,38.4,48.0,32.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,5.0,absent,distend_large,49.0,6.2,clear,5.3,no,4205,0,0,yes,lived
no,adult,534817,37.7,88.0,28.0,,,pale_cyanotic,less_3_sec,,,,,more_1_liter,1.0,,distend_small,55.0,80.0,serosanguious,2.0,no,2205,0,0,no,euthanized
yes,adult,528890,38.4,56.0,80.0,warm,reduced,pale_pink,less_3_sec,alert,hypomotile,moderate,slight,less_1_liter,7.5,increased,normal,54.0,6.3,serosanguious,8.0,no,7111,0,0,yes,lived
yes,young,529340,38.5,104.0,48.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.4,decreased,distend_small,47.0,7.5,serosanguious,3.4,yes,5400,0,0,yes,lived
yes,adult,5294369,38.9,120.0,30.0,normal,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,3.0,,,47.0,6.1,cloudy,2.6,yes,2124,0,0,yes,lived
no,adult,528996,38.6,48.0,16.0,normal,normal,pale_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,5.0,normal,,42.0,6.6,clear,5.0,no,0,0,0,yes,lived
yes,adult,530526,37.9,52.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.3,decreased,distend_large,44.0,7.0,clear,5.0,yes,3111,0,0,yes,lived
yes,adult,526639,38.6,64.0,14.0,cool,,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,4.0,absent,distend_small,35.0,5.9,cloudy,3.4,yes,2208,0,0,yes,lived
yes,adult,529528,37.8,66.0,12.0,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,none,slight,none,3.0,absent,normal,36.0,6.6,clear,3.0,yes,3115,0,0,yes,lived
yes,adult,527365,38.1,80.0,80.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,none,less_1_liter,2.0,decreased,distend_large,54.0,4.0,serosanguious,4.3,yes,7209,0,0,yes,died
yes,adult,532110,38.1,52.0,88.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,2.0,normal,distend_large,53.0,71.0,cloudy,1.0,yes,2205,0,0,no,lived
no,adult,534788,37.6,52.0,16.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,,more_1_liter,2.0,increased,,57.0,62.0,clear,1.0,no,5400,0,0,yes,lived
yes,adult,535137,39.3,164.0,84.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,absent,distend_large,57.0,85.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
yes,adult,529703,37.1,60.0,12.0,warm,normal,bright_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,5.3,increased,,41.0,6.0,clear,5.3,yes,3025,0,0,yes,lived
no,adult,5290409,38.5,52.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,normal,firm,47.0,7.2,clear,2.3,no,3111,0,0,no,lived
yes,adult,534115,38.0,104.0,30.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,1.0,,distend_small,66.0,60.0,serosanguious,1.0,yes,2208,0,0,yes,euthanized
yes,adult,529642,38.5,42.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,significant,less_1_liter,4.4,absent,distend_small,26.0,6.7,clear,4.7,yes,3205,0,0,yes,died
yes,adult,533847,38.5,60.0,80.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,increased,distend_small,47.0,70.0,serosanguious,2.0,yes,5205,0,0,yes,lived
yes,adult,529493,38.2,86.0,18.0,warm,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,4.5,absent,distend_large,57.0,8.6,clear,2.6,yes,5400,0,0,no,died
no,adult,529849,38.9,72.0,44.0,normal,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_large,54.0,7.5,clear,2.5,yes,2124,0,0,no,lived
yes,adult,535338,38.5,129.0,48.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,,,57.0,66.0,,2.0,yes,2208,0,0,no,lived
yes,adult,534130,38.2,64.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,,1.0,decreased,distend_small,37.0,56.0,clear,2.0,no,2124,0,0,no,lived
yes,adult,529461,37.6,96.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,7.0,absent,distend_large,57.0,8.1,serosanguious,4.5,yes,3205,0,0,no,died
no,adult,5288249,37.8,48.0,9.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,6.5,decreased,distend_small,49.0,6.0,clear,3.6,yes,2209,0,0,no,lived
yes,adult,535407,37.1,96.0,48.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,60.0,89.0,serosanguious,2.0,yes,2205,0,0,yes,died
yes,adult,529493,37.1,72.0,20.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.3,absent,distend_small,50.0,7.5,serosanguious,2.6,yes,3111,0,0,yes,died
yes,adult,534519,38.6,88.0,24.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,none,more_1_liter,7.0,normal,distend_large,55.0,7.5,cloudy,1.0,yes,5400,0,0,no,euthanized
yes,adult,534784,38.5,96.0,40.0,cool,reduced,pale_cyanotic,more_3_sec,,absent,moderate,slight,more_1_liter,1.0,,distend_small,55.0,75.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
no,adult,529424,38.5,92.0,28.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,significant,none,7.0,normal,firm,44.0,7.5,clear,5.0,no,0,0,0,yes,lived
yes,adult,528890,38.1,132.0,24.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,none,7.0,normal,normal,57.0,8.1,serosanguious,2.0,yes,7111,0,0,no,euthanized
yes,adult,528800,38.0,48.0,16.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,slight,none,2.0,,,46.0,6.1,serosanguious,4.5,yes,1400,0,0,no,euthanized
yes,adult,528299,39.4,64.0,36.0,warm,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,5.0,decreased,distend_small,39.0,6.2,clear,5.3,yes,2112,0,0,yes,lived
yes,adult,529424,37.9,64.0,40.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,absent,distend_large,41.0,6.5,clear,3.6,yes,2124,0,0,no,lived
yes,young,530034,39.0,120.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,severe,significant,more_1_liter,4.0,absent,distend_large,67.0,8.1,cloudy,2.6,yes,8400,0,0,yes,died
no,adult,535381,37.1,84.0,20.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,significant,less_1_liter,2.0,absent,distend_large,75.0,81.0,,1.0,yes,1400,0,0,no,euthanized
yes,adult,528570,37.5,48.0,28.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,3.5,absent,distend_large,33.0,6.0,clear,3.6,yes,3205,0,0,no,lived
yes,young,530001,36.4,129.0,28.0,cool,reduced,dark_cyanotic,less_3_sec,severe_pain,hypomotile,slight,none,more_1_liter,1.5,decreased,normal,47.0,7.6,serosanguious,4.4,yes,4300,0,0,no,died
yes,adult,529849,38.5,48.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,42.0,4.5,cloudy,7.0,no,2124,0,0,yes,lived
yes,adult,534787,37.8,48.0,20.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.3,decreased,distend_small,45.0,75.0,serosanguious,1.0,yes,5400,0,0,yes,lived
yes,adult,529272,40.3,114.0,36.0,normal,normal,bright_red,more_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,,distend_small,57.0,8.0,serosanguious,4.5,yes,2124,0,0,no,lived
yes,adult,529685,38.2,60.0,40.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,decreased,distend_large,35.0,6.5,clear,5.0,yes,31110,0,0,yes,lived
yes,adult,5290482,39.2,88.0,24.0,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_large,50.0,6.6,serosanguious,4.1,yes,31110,0,0,yes,lived
no,adult,530002,38.6,48.0,24.0,cool,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,2.0,absent,,43.0,53.0,clear,2.0,no,0,0,0,no,lived
yes,adult,528668,38.3,52.0,16.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,less_1_liter,7.0,decreased,other,42.0,7.0,clear,1.0,no,3111,0,0,no,lived
yes,adult,529764,37.8,44.0,12.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,none,7.0,normal,,39.0,6.5,cloudy,2.9,no,31110,0,0,yes,lived
yes,adult,527463,37.5,96.0,24.0,cold,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.0,,distend_small,69.0,8.9,serosanguious,3.9,yes,2205,0,0,no,lived
no,adult,530478,38.6,96.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,,absent,moderate,significant,none,2.6,absent,distend_large,46.0,6.6,cloudy,1.0,no,31110,0,0,yes,lived
no,adult,529183,38.3,52.0,24.0,cool,reduced,pale_pink,less_3_sec,,absent,slight,slight,more_1_liter,5.0,decreased,firm,47.0,8.2,clear,3.0,no,400,0,0,yes,lived
yes,adult,528548,38.1,108.0,36.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,severe,slight,none,4.4,absent,distend_large,60.0,6.0,serosanguious,3.6,yes,2300,0,0,no,died
yes,adult,528523,38.0,44.0,9.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,absent,distend_small,35.0,6.7,,3.6,yes,2208,0,0,yes,lived
yes,adult,528800,39.1,96.0,40.0,cold,absent,bright_red,more_3_sec,depressed,absent,moderate,slight,more_1_liter,1.0,absent,distend_small,74.0,6.6,cloudy,1.4,yes,2209,0,0,no,died
yes,young,529172,38.4,164.0,24.0,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,4.5,increased,,73.0,7.4,serosanguious,4.5,yes,2305,0,0,yes,died
yes,adult,529386,37.5,42.0,32.0,cool,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,none,more_1_liter,5.5,absent,distend_small,38.0,7.0,cloudy,2.8,yes,2208,0,0,no,died
yes,adult,530101,39.5,124.0,51.0,normal,reduced,bright_red,less_3_sec,depressed,hypomotile,severe,none,less_1_liter,7.0,absent,distend_small,43.0,7.2,cloudy,2.3,yes,4205,0,0,no,lived
yes,adult,529493,38.0,84.0,36.0,cool,normal,bright_red,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,7.0,normal,distend_small,47.0,7.0,clear,3.9,yes,2208,0,0,no,died
yes,adult,527709,36.5,108.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,slight,,more_1_liter,7.0,absent,distend_small,58.0,7.6,serosanguious,5.3,yes,2208,0,0,no,lived
yes,adult,530334,38.3,40.0,23.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_large,39.0,8.5,clear,5.0,yes,31110,0,0,yes,lived
no,adult,529172,38.0,52.0,24.0,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,none,slight,more_1_liter,5.0,normal,distend_small,48.0,8.5,cloudy,2.3,yes,2113,0,0,no,lived
yes,adult,529461,38.9,80.0,40.0,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,4.4,decreased,distend_large,63.0,7.2,serosanguious,4.8,yes,3205,0,0,no,euthanized
yes,adult,533983,38.7,60.0,32.0,cold,reduced,bright_pink,more_3_sec,severe_pain,absent,severe,none,none,2.0,,,53.0,64.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
yes,adult,529483,38.4,40.0,24.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,5.5,absent,distend_small,37.0,6.4,clear,6.2,yes,2206,0,0,yes,died
yes,adult,529667,39.3,64.0,36.0,cool,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,slight,none,less_1_liter,7.0,absent,distend_small,44.0,7.5,serosanguious,6.6,yes,2208,0,0,no,lived
yes,young,5290409,39.0,128.0,36.0,cool,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,,,53.0,5.5,serosanguious,5.3,yes,2208,0,0,yes,died
yes,adult,535130,38.5,88.0,30.0,cold,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2.0,,distend_large,48.0,66.0,serosanguious,2.0,yes,2205,0,0,no,euthanized
yes,adult,534092,39.1,100.0,51.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,less_1_liter,2.0,absent,distend_small,51.0,5.5,cloudy,1.0,yes,2113,0,0,yes,lived
yes,adult,528570,38.3,88.0,36.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,5.0,,distend_large,48.0,7.5,serosanguious,3.6,yes,9400,0,0,yes,lived
no,adult,529663,37.5,52.0,16.0,cool,normal,bright_pink,less_3_sec,alert,hypermotile,slight,none,more_1_liter,5.5,normal,normal,57.0,8.1,cloudy,7.2,no,0,0,0,yes,lived
no,adult,529663,38.0,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,5.3,decreased,firm,49.0,6.0,cloudy,3.9,no,5000,0,0,yes,lived
